"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pde3b.11",2.20876318609682e-07,-0.301563140279078,0.046,0.115,0.00713099194631359,"13","Pde3b"
"Ttc3.4",2.23734050341924e-07,-0.37422494078685,0.079,0.158,0.00722325381528901,"13","Ttc3"
"Kmt2a.4",2.25316490171896e-07,-0.25820971609542,0.273,0.378,0.00727434288519965,"13","Kmt2a"
"Spen",2.37183134604724e-07,0.495928664564135,0.208,0.135,0.00765745750071351,"13","Spen"
"Atg3.1",2.63986578845805e-07,0.607800460199069,0.225,0.152,0.00852280669803682,"13","Atg3"
"Ogt.3",2.65723466872986e-07,0.340377497719212,0.34,0.249,0.00857888212799435,"13","Ogt"
"Kxd1.1",2.78365741160048e-07,0.465026271552443,0.236,0.161,0.00898703795335216,"13","Kxd1"
"Vrk1",2.8062237991439e-07,0.318067342000274,0.197,0.127,0.00905989353553609,"13","Vrk1"
"Birc3.9",2.89978164432531e-07,0.300715080876947,0.285,0.2,0.00936194503870428,"13","Birc3"
"Srrm2.9",2.90248458633567e-07,-2.83569149198129,0.625,0.7,0.0093706714869847,"13","Srrm2"
"Tle3.1",2.97269314775253e-07,0.31827840958809,0.239,0.162,0.00959733982751903,"13","Tle3"
"Anxa6.12",2.97617202850472e-07,-1.91220014378047,0.292,0.408,0.00960857139402749,"13","Anxa6"
"Sfr1.3",3.23825848992992e-07,0.98971553127656,0.313,0.237,0.0104547175347387,"13","Sfr1"
"Hp1bp3.11",3.3244550909857e-07,-0.687510341956056,0.202,0.296,0.0107330032612473,"13","Hp1bp3"
"Mrps16.5",3.38240402544922e-07,-0.3148631455127,0.197,0.296,0.0109200913961628,"13","Mrps16"
"Usp47.2",3.51619690769709e-07,0.387584586067829,0.171,0.106,0.0113520417165,"13","Usp47"
"Cggbp1.2",3.57564118888853e-07,0.377460952975024,0.28,0.2,0.0115439575783266,"13","Cggbp1"
"Ripk1",3.65983549700888e-07,0.304334077798723,0.121,0.068,0.0118157789020932,"13","Ripk1"
"Vdac3",3.67521383604749e-07,0.314820801378586,0.202,0.132,0.0118654278696793,"13","Vdac3"
"Pip4p1.4",3.70187253920979e-07,0.389243297599418,0.231,0.156,0.0119514954928388,"13","Pip4p1"
"Celf2.7",3.72314785245312e-07,0.474520123212105,0.486,0.386,0.0120201828416449,"13","Celf2"
"Ndufa12.3",3.78161979198241e-07,-0.279344473638362,0.097,0.178,0.0122089594984152,"13","Ndufa12"
"Lasp1.5",3.85750234091365e-07,0.254999974116268,0.225,0.152,0.0124539463076397,"13","Lasp1"
"Abhd17b.10",3.96454454476531e-07,-0.93862594869311,0.236,0.33,0.0127995320627748,"13","Abhd17b"
"Dusp2.13",4.29693224940726e-07,-6.64126752818956,0.299,0.399,0.0138726457672114,"13","Dusp2"
"Mink1.2",4.44888119573809e-07,0.466662161771489,0.176,0.111,0.0143632129404404,"13","Mink1"
"Plgrkt.4",4.5042429593798e-07,-0.312913950002081,0.092,0.171,0.0145419483943577,"13","Plgrkt"
"Smim14.13",4.7967877117031e-07,-0.805476559439614,0.282,0.381,0.0154864291272335,"13","Smim14"
"Tmem64.4",4.80444642205781e-07,-0.259476163755455,0.046,0.113,0.0155111552736136,"13","Tmem64"
"Pkp3.3",4.90990729173414e-07,-0.264482168406003,0.04,0.105,0.0158516356913637,"13","Pkp3"
"Cic.2",5.02708331203987e-07,0.303313668554986,0.259,0.182,0.0162299384729207,"13","Cic"
"Crlf3.7",5.18794393779596e-07,-0.74177132257205,0.259,0.356,0.0167492770031743,"13","Crlf3"
"Pdia4.11",5.27445165926905e-07,-1.67129888602015,0.137,0.222,0.0170285671819501,"13","Pdia4"
"CAAA01118383.1",5.37205533119034e-07,0.455273820295428,0.136,0.079,0.017343680636748,"13","CAAA01118383.1"
"Pkig.10",5.46431338184026e-07,-0.779893622084462,0.19,0.281,0.0176415357532713,"13","Pkig"
"Arl6ip1.8",5.63350953180601e-07,-31.1468507418788,0.44,0.551,0.0181877855234357,"13","Arl6ip1"
"Blvra",5.79624843816428e-07,0.250497785535935,0.1,0.053,0.0187131880826134,"13","Blvra"
"Spcs3.1",5.81237603359302e-07,0.334870555309312,0.167,0.104,0.0187652560244551,"13","Spcs3"
"Mlf2.3",6.01261511418181e-07,0.299434315926494,0.257,0.178,0.019411727896136,"13","Mlf2"
"Ipcef1.11",6.8267586787656e-07,-0.324011879757892,0.039,0.102,0.0220401903943947,"13","Ipcef1"
"Nrbp1",6.92662012125369e-07,0.467113291840513,0.232,0.16,0.0223625930614675,"13","Nrbp1"
"Parp9",7.07671741032835e-07,0.316159091309347,0.132,0.077,0.0228471821592451,"13","Parp9"
"Sms.6",7.08539560573585e-07,-0.44765087207744,0.134,0.218,0.0228751997131182,"13","Sms"
"Serf2.10",7.10605633205746e-07,5.70012167084813,0.72,0.913,0.0229419028680475,"13","Serf2"
"Ube2d3.10",7.27970928410974e-07,1.05725735820501,0.607,0.539,0.0235025414237483,"13","Ube2d3"
"Ndufb3.4",7.29257294718888e-07,1.54662170797323,0.368,0.29,0.0235440717599993,"13","Ndufb3"
"Sipa1.8",7.3060039863606e-07,-0.624316055023154,0.301,0.397,0.0235874338699652,"13","Sipa1"
"Lsm4.5",7.35838128019029e-07,-0.582489825496798,0.301,0.404,0.0237565339630944,"13","Lsm4"
"Cyb5r4",7.46358916521647e-07,0.371633773458174,0.162,0.101,0.0240961976199014,"13","Cyb5r4"
"Klf2.13",7.47302452448033e-07,1.91467264066681,0.782,0.755,0.0241266596772847,"13","Klf2"
"Ap3d1.1",7.52182292822674e-07,0.271664143227065,0.211,0.141,0.02428420532378,"13","Ap3d1"
"Snhg8.6",7.76917177865728e-07,-0.267431145843093,0.276,0.382,0.025082771087395,"13","Snhg8"
"Tmem248",7.91706275606373e-07,0.260658262674572,0.148,0.089,0.0255602371079518,"13","Tmem248"
"Lrch4",8.01159842626804e-07,0.354137650289055,0.194,0.127,0.0258654455192064,"13","Lrch4"
"Btg1.5",8.06220899248121e-07,-2.83380046101893,0.683,0.788,0.0260288417322256,"13","Btg1"
"Cyb561a3.11",8.58018424840645e-07,-1.40492129845017,0.118,0.199,0.0277011248459802,"13","Cyb561a3"
"Psmd13",8.86159198751498e-07,0.309691831341259,0.211,0.141,0.0286096497316921,"13","Psmd13"
"Fth1.13",9.17353311497776e-07,118.853688702782,0.775,0.967,0.0296167516617057,"13","Fth1"
"Tmem165.1",9.30761156888932e-07,0.346342170721841,0.188,0.123,0.0300496239501592,"13","Tmem165"
"Ddost.2",9.36978530771184e-07,0.464663692241055,0.261,0.188,0.0302503518659477,"13","Ddost"
"1810026B05Rik.9",9.63601064484112e-07,-0.622629956875531,0.245,0.34,0.0311098603668695,"13","1810026B05Rik"
"Cox4i1.13",9.8076742563728e-07,0.636363512697233,0.715,0.815,0.0316640763366996,"13","Cox4i1"
"Uqcrq.12",1.00798654065488e-06,-6.89295865594318,0.553,0.525,0.0325428454650429,"13","Uqcrq"
"Pabpc1.12",1.05406176732842e-06,-2.8540765367483,0.741,0.753,0.0340303841581981,"13","Pabpc1"
"Elf1.5",1.12683279258468e-06,-0.700082951427249,0.359,0.456,0.0363797967085965,"13","Elf1"
"Tomm20.8",1.12833601075956e-06,-0.426213098307151,0.22,0.315,0.0364283281073725,"13","Tomm20"
"Mcur1",1.15623748306562e-06,0.284760217782502,0.123,0.071,0.0373291271407736,"13","Mcur1"
"Cotl1.9",1.18922658346908e-06,1.85748406900753,0.486,0.435,0.0383941802472992,"13","Cotl1"
"Gpcpd1.9",1.22515707130211e-06,0.369513061564209,0.271,0.192,0.0395541960469885,"13","Gpcpd1"
"Gnl3.6",1.25229892377287e-06,-0.522548827349586,0.097,0.173,0.040430470754007,"13","Gnl3"
"Tor3a",1.25568084645628e-06,0.461434026559722,0.123,0.071,0.0405396561278411,"13","Tor3a"
"Chp1",1.31261294309796e-06,0.277373931074633,0.146,0.089,0.0423777088679175,"13","Chp1"
"Rgs14.1",1.31471892847484e-06,0.272880036314501,0.192,0.125,0.0424457006058102,"13","Rgs14"
"Sumo2.10",1.33971102423388e-06,-0.634572596020203,0.405,0.525,0.0432525704173908,"13","Sumo2"
"Ost4.6",1.34282805109661e-06,2.11103797463633,0.537,0.518,0.0433532036296541,"13","Ost4"
"Tmsb10.13",1.47382027492688e-06,-61.296957906296,0.819,0.994,0.0475822875760144,"13","Tmsb10"
"Prkcb.9",1.49907409159324e-06,-0.750166262996673,0.285,0.383,0.0483976070470876,"13","Prkcb"
"Actr3.10",1.54384970779681e-06,19.4716113808186,0.657,0.651,0.04984318781622,"13","Actr3"
"Phf11b.3",1.56005608707184e-06,2.52207316231656,0.171,0.11,0.0503664107711144,"13","Phf11b"
"Cnn2.13",1.57228259731831e-06,-5.30906378834693,0.43,0.533,0.0507611436544218,"13","Cnn2"
"Actg1.11",1.79548363767595e-06,-38.1864405522051,0.724,0.834,0.057967189242368,"13","Actg1"
"Msl1.1",1.82087827598217e-06,0.86215018691494,0.269,0.197,0.0587870551400843,"13","Msl1"
"Galnt6.9",1.86965875809389e-06,-0.275461120298409,0.049,0.112,0.0603619330050611,"13","Galnt6"
"Pigt.1",1.97388788690649e-06,0.272045201929311,0.197,0.131,0.063726970428776,"13","Pigt"
"H2-T23.8",2.01196425103461e-06,1.20576092066385,0.636,0.604,0.0649562658446524,"13","H2-T23"
"mt-Co1.11",2.02864064565078e-06,-228.832704971032,0.998,0.994,0.0654946632448353,"13","mt-Co1"
"Tacc1.5",2.23250535775134e-06,0.447788342600314,0.384,0.299,0.0720764354750021,"13","Tacc1"
"Vapa.1",2.23549104852852e-06,0.578748266220357,0.282,0.213,0.0721728285017433,"13","Vapa"
"Usp25.3",2.34372809435132e-06,0.468373636297564,0.268,0.193,0.0756672615261323,"13","Usp25"
"Tex261.1",2.40078482246908e-06,0.298027829052793,0.202,0.135,0.0775093379934142,"13","Tex261"
"Ndufa5.6",2.76897957052393e-06,-0.356170177346998,0.157,0.239,0.0893965054343651,"13","Ndufa5"
"Emg1.11",2.80653882233458e-06,-0.436595456011285,0.264,0.354,0.0906091058790721,"13","Emg1"
"Prkar1a.6",2.8898097933946e-06,-0.271411023739075,0.254,0.35,0.0932975091797447,"13","Prkar1a"
"Bag1.3",3.01210763268195e-06,0.380104204205089,0.259,0.188,0.0972458949211367,"13","Bag1"
"Acly.2",3.07118321043901e-06,0.412745739723031,0.225,0.157,0.0991531499490234,"13","Acly"
"Cd48.9",3.17192874408587e-06,-5.86979127261834,0.352,0.282,0.102405719502812,"13","Cd48"
"Chd7.4",3.27111044811156e-06,-0.350315847372387,0.129,0.208,0.105607800817282,"13","Chd7"
"Snrpf.10",3.27676580437053e-06,-2.6179721607927,0.373,0.475,0.105790383994103,"13","Snrpf"
"Crlf2.3",3.30047242718436e-06,0.428925388333329,0.232,0.164,0.106555752311647,"13","Crlf2"
"Cyfip2.3",3.32801061231772e-06,-0.258497737224094,0.19,0.284,0.107444822618678,"13","Cyfip2"
"Pik3ap1.8",3.55320112559577e-06,0.497785555121556,0.248,0.179,0.11471509833986,"13","Pik3ap1"
"Add1.3",3.56668773982533e-06,-0.525465332209508,0.21,0.295,0.115150513680261,"13","Add1"
"Mycbp2.7",3.62645826546004e-06,-0.47639681288477,0.535,0.474,0.117080205100377,"13","Mycbp2"
"Lamtor5",3.63930058668819e-06,0.40555076830786,0.215,0.15,0.117494819441228,"13","Lamtor5"
"Tram1.4",3.68399202403696e-06,0.611811511649307,0.313,0.238,0.118937682496033,"13","Tram1"
"Ube2h.8",3.84727861235164e-06,-1.2228153727373,0.16,0.241,0.124209389999773,"13","Ube2h"
"Ncf4.11",3.85582620688235e-06,0.775268682442368,0.303,0.228,0.124485349089197,"13","Ncf4"
"Pcmtd1.1",3.88134640452889e-06,-0.254089645991937,0.095,0.168,0.125309268670215,"13","Pcmtd1"
"Rab10.3",4.00693531926005e-06,0.321459006182895,0.317,0.238,0.129363906782311,"13","Rab10"
"Ier3ip1.4",4.03211285925391e-06,0.62251593422357,0.347,0.274,0.130176763661012,"13","Ier3ip1"
"Spata13.7",4.06379052071451e-06,0.374060022380423,0.153,0.097,0.131199476961268,"13","Spata13"
"Atp5g3.11",4.13648788202764e-06,-0.323420693262369,0.482,0.616,0.133546511271262,"13","Atp5g3"
"Trpc4ap.3",4.37241214572037e-06,0.308209291867707,0.276,0.203,0.141163326124582,"13","Trpc4ap"
"AY036118.11",4.38318927808421e-06,-189.879937829742,0.725,0.812,0.141511265842949,"13","AY036118"
"Stat1.10",4.40228749743032e-06,-1.30294986038895,0.424,0.347,0.142127851854538,"13","Stat1"
"Irf2.7",4.55328982591104e-06,0.495003481245215,0.43,0.344,0.147002962029538,"13","Irf2"
"Trp53.5",4.55807782146147e-06,-0.312368659976418,0.181,0.266,0.147157542465884,"13","Trp53"
"Bmyc.7",4.62549346293104e-06,-0.359669866406979,0.143,0.222,0.149334056450728,"13","Bmyc"
"Dnmt1.3",4.62624619996385e-06,-0.489729440205972,0.072,0.138,0.149358358565833,"13","Dnmt1"
"Brwd1.11",4.87523497113813e-06,-0.381998356629912,0.162,0.244,0.157396961043194,"13","Brwd1"
"Tmem160.4",5.06203453466949e-06,0.607819988624302,0.34,0.274,0.163427784951804,"13","Tmem160"
"Rala.2",5.08960374494356e-06,0.860751570763843,0.257,0.185,0.164317856905503,"13","Rala"
"Sec62.7",5.12292366893264e-06,-0.423633977503077,0.289,0.376,0.16539359065149,"13","Sec62"
"Prpf40a.3",5.29112829064782e-06,0.657210525901647,0.285,0.212,0.170824076863565,"13","Prpf40a"
"Psd4.4",5.67295983067044e-06,-0.262134456854338,0.118,0.192,0.183151508133195,"13","Psd4"
"Etf1.1",5.69736862579229e-06,0.283435260018234,0.195,0.132,0.183939546083704,"13","Etf1"
"Lrrfip1.8",5.81856918994861e-06,0.335633500011446,0.294,0.22,0.187852506297491,"13","Lrrfip1"
"Aak1.10",6.13776402615397e-06,-0.269479685851939,0.072,0.137,0.198157711584381,"13","Aak1"
"Scp2.9",6.71226609464447e-06,0.920434729221242,0.389,0.323,0.216705510865597,"13","Scp2"
"Hnrnpa1.10",6.76430689929112e-06,-5.77583099016773,0.327,0.422,0.218385648243614,"13","Hnrnpa1"
"Dkc1.1",7.07800677497167e-06,-0.275153473185005,0.055,0.114,0.22851344872996,"13","Dkc1"
"Tpm3.7",7.64391552543609e-06,2.25735616335626,0.526,0.48,0.246783812738704,"13","Tpm3"
"Srsf5.8",8.26516245980581e-06,0.82610042658075,0.639,0.602,0.266840770014831,"13","Srsf5"
"Rbm7.1",8.30881797521534e-06,0.357551580708643,0.183,0.123,0.268250188329827,"13","Rbm7"
"Wasf2.2",8.3535786708235e-06,0.979058264285767,0.408,0.342,0.269695287387537,"13","Wasf2"
"Tmem147",8.58212726576531e-06,0.302541945509233,0.164,0.108,0.277073978775233,"13","Tmem147"
"Malat1.10",8.9524138283241e-06,-527.4670056791,0.979,0.963,0.289028680447444,"13","Malat1"
"Morf4l2",9.06366125416802e-06,0.264143902221275,0.188,0.127,0.292620303590815,"13","Morf4l2"
"Pdcd6ip.4",9.25996466977891e-06,0.559308495651793,0.299,0.229,0.298957959363812,"13","Pdcd6ip"
"Tspan13.6",9.50982977913911e-06,-1.53003844641861,0.375,0.308,0.307024854419506,"13","Tspan13"
"Tm9sf3.2",9.55622308023418e-06,0.340359203909533,0.285,0.214,0.30852266214536,"13","Tm9sf3"
"Pafah1b1.5",9.70927393321249e-06,0.58677412522398,0.521,0.457,0.313463908933765,"13","Pafah1b1"
"Bola2.10",9.89440133939024e-06,0.300452177391776,0.419,0.344,0.319440747242214,"13","Bola2"
"Cuedc2",1.02752484523484e-05,0.399453092894684,0.158,0.104,0.331736396284069,"13","Cuedc2"
"Arhgdia.6",1.14114067096182e-05,1.33696274964451,0.548,0.504,0.368417265620022,"13","Arhgdia"
"Glyr1.1",1.14753615263962e-05,0.271736497031226,0.254,0.183,0.370482046879702,"13","Glyr1"
"Plekha2.10",1.15039579892776e-05,-0.490239944628039,0.187,0.265,0.371405283683828,"13","Plekha2"
"Fbl.10",1.16695532467465e-05,-2.91515691948487,0.224,0.308,0.376751526571212,"13","Fbl"
"Lyst.3",1.19768859122242e-05,1.39425021067964,0.208,0.144,0.386673761676158,"13","Lyst"
"Add3.9",1.19774075792085e-05,1.00596747024577,0.454,0.399,0.386690603694746,"13","Add3"
"Cbx4.9",1.20450859902673e-05,-0.769762696804639,0.283,0.367,0.388875601195781,"13","Cbx4"
"Ube2l3.3",1.21463341421265e-05,0.443438837400638,0.292,0.222,0.392144397778553,"13","Ube2l3"
"Tasor2.1",1.24708241598034e-05,-0.25768368207117,0.083,0.146,0.402620557999252,"13","Tasor2"
"AI413582.2",1.25738463276441e-05,0.323515386896686,0.246,0.182,0.405946628687988,"13","AI413582"
"Chd4.8",1.25872560764157e-05,-1.4631601677255,0.373,0.46,0.40637956242708,"13","Chd4"
"Nsd3.13",1.28487206507692e-05,0.441818843201727,0.389,0.312,0.414820946210085,"13","Nsd3"
"Arpp19.6",1.29833371029327e-05,-0.328873308452735,0.338,0.434,0.419167038368181,"13","Arpp19"
"Zfp292.3",1.31760712058188e-05,-0.302870458132306,0.167,0.247,0.42538945887986,"13","Zfp292"
"mt-Nd2.11",1.38693623961473e-05,-21.0145050446074,0.933,0.954,0.447772364959616,"13","mt-Nd2"
"Kpna4.7",1.54867195683457e-05,1.43132684827115,0.463,0.386,0.499988741264041,"13","Kpna4"
"Them6.2",1.5901025827189e-05,-0.306534526968998,0.062,0.12,0.513364618830798,"13","Them6"
"Cct3.7",1.60580624616634e-05,-0.45189390963742,0.148,0.222,0.518434546574801,"13","Cct3"
"Arhgap4.7",1.60812265940912e-05,-0.598282451076105,0.285,0.363,0.519182400590234,"13","Arhgap4"
"Shoc2",1.65892221357846e-05,0.386897742389146,0.153,0.099,0.535583036653806,"13","Shoc2"
"Rab11b.3",1.68661051378964e-05,0.298163157810641,0.342,0.271,0.544522204376985,"13","Rab11b"
"Ptma.11",1.68968198303978e-05,-51.3442100060776,0.82,0.912,0.545513828224392,"13","Ptma"
"Chd9.1",1.71575576051601e-05,0.272181876367226,0.21,0.147,0.553931747282594,"13","Chd9"
"Mdn1.2",1.82906894312505e-05,-0.289404242247966,0.076,0.138,0.590514908287923,"13","Mdn1"
"Serbp1.11",1.89837536629417e-05,-3.4645462163166,0.456,0.557,0.612890487008071,"13","Serbp1"
"Ppp1r14b.8",1.94927800047123e-05,-0.799553297663712,0.158,0.234,0.629324402452135,"13","Ppp1r14b"
"Ptp4a2.7",2.01929563414683e-05,1.25528860714333,0.572,0.517,0.651929595484306,"13","Ptp4a2"
"Anapc13.2",2.06396664910801e-05,0.385401573111184,0.246,0.181,0.666351632664521,"13","Anapc13"
"Capza1.5",2.12740441519229e-05,0.706635682039623,0.349,0.28,0.686832515444831,"13","Capza1"
"Map4k1.9",2.26765024246422e-05,-0.273049690386377,0.18,0.257,0.732110880779575,"13","Map4k1"
"Pitpnc1.13",2.3932268321564e-05,-0.312413783555919,0.072,0.131,0.772653282761693,"13","Pitpnc1"
"Sod2",2.4443008327152e-05,0.55263540808511,0.194,0.134,0.789142523842102,"13","Sod2"
"Rgs10.12",2.54513434429512e-05,-5.15638708279178,0.252,0.183,0.821696623055678,"13","Rgs10"
"Dctn3.2",2.63853772429712e-05,0.319911799562381,0.273,0.206,0.851851904289324,"13","Dctn3"
"Zc3h15.2",2.64916915379691e-05,-0.260217693106166,0.167,0.244,0.855284261303331,"13","Zc3h15"
"Senp7.2",2.70349901220461e-05,-0.258271171311891,0.099,0.163,0.872824656090258,"13","Senp7"
"Ctso.6",2.8335153242932e-05,-0.262808403484986,0.079,0.139,0.914800422448059,"13","Ctso"
"Bptf.3",2.8926304674488e-05,-0.487385459558588,0.305,0.389,0.933885746415843,"13","Bptf"
"Trim7.8",3.05018195211542e-05,-0.255732363493206,0.074,0.133,0.984751243240463,"13","Trim7"
"Cox5a.7",3.12163030073853e-05,0.597880937562755,0.481,0.433,1,"13","Cox5a"
"Ankfy1",3.26006995400617e-05,0.418308389785515,0.174,0.119,1,"13","Ankfy1"
"Skp1a.9",3.46680958135315e-05,-0.348357019336761,0.173,0.246,1,"13","Skp1a"
"Snrnp25.4",3.57399634021281e-05,-0.293488520340891,0.049,0.101,1,"13","Snrnp25"
"Sesn1.1",3.64180894079186e-05,-0.258738137166739,0.085,0.145,1,"13","Sesn1"
"mt-Nd4.9",3.76020142529045e-05,-48.4696620913345,0.924,0.909,1,"13","mt-Nd4"
"Hnrnph2",3.83720365473422e-05,0.279878410621569,0.208,0.148,1,"13","Hnrnph2"
"Hspa5.8",4.19638611449086e-05,-7.42632145875817,0.507,0.452,1,"13","Hspa5"
"Hsp90aa1.7",4.3231313778681e-05,-17.4429654306701,0.495,0.585,1,"13","Hsp90aa1"
"Ifi213.3",4.36278496860832e-05,1.67194894138918,0.211,0.153,1,"13","Ifi213"
"Use1.2",4.36906064211786e-05,0.379631270326045,0.287,0.223,1,"13","Use1"
"Tcf25.2",4.36910797309475e-05,1.14835346955074,0.493,0.436,1,"13","Tcf25"
"Ncoa3.2",4.43381302144262e-05,0.327352886096769,0.232,0.172,1,"13","Ncoa3"
"Morc3.1",4.61954633999992e-05,0.432387363386006,0.225,0.164,1,"13","Morc3"
"Eif3a.6",4.87646844229812e-05,0.474089654310203,0.465,0.399,1,"13","Eif3a"
"mt-Co2.11",4.95824877756959e-05,-130.729431089479,0.993,0.992,1,"13","mt-Co2"
"Dpy30.1",4.98105088780095e-05,-0.278898080730247,0.093,0.154,1,"13","Dpy30"
"Fau.11",5.00986685574511e-05,-24.5223990242477,0.85,0.998,1,"13","Fau"
"Sh3bp5.10",5.07826465909927e-05,-0.272086544187952,0.213,0.292,1,"13","Sh3bp5"
"Sap18.5",5.26835101946022e-05,-0.315096006796574,0.208,0.284,1,"13","Sap18"
"Ywhah.8",5.34671166928558e-05,-15.8520967489973,0.359,0.295,1,"13","Ywhah"
"Pfdn5.11",5.39719046944867e-05,-0.306475824689253,0.62,0.761,1,"13","Pfdn5"
"Atp5b.8",5.48863730378618e-05,-1.51807394839875,0.442,0.544,1,"13","Atp5b"
"Map2k1.3",5.50369584582482e-05,0.431113524258659,0.239,0.18,1,"13","Map2k1"
"Smap2.9",5.54733008951487e-05,-0.390330821778787,0.303,0.381,1,"13","Smap2"
"Nucb1.2",5.55028042074077e-05,0.786491307159018,0.178,0.124,1,"13","Nucb1"
"Pafah1b3.9",5.661022472797e-05,-0.448845094991632,0.055,0.107,1,"13","Pafah1b3"
"Dnm2.8",5.7904778128861e-05,0.553990384902718,0.373,0.305,1,"13","Dnm2"
"Il4i1.13",5.82210431967164e-05,-12.4996786710703,0.06,0.114,1,"13","Il4i1"
"Uvrag.7",5.952272083978e-05,0.316532167546715,0.283,0.219,1,"13","Uvrag"
"Foxp1.11",6.0173490237047e-05,-2.13277159901094,0.569,0.626,1,"13","Foxp1"
"Cript.2",6.22956234428692e-05,0.253542702999892,0.213,0.155,1,"13","Cript"
"Psmb10.7",6.63476624660976e-05,1.07323985306524,0.356,0.303,1,"13","Psmb10"
"Morf4l1.4",6.65081402925978e-05,1.92662266661798,0.611,0.59,1,"13","Morf4l1"
"Eml4.10",6.65735135494126e-05,-0.317751315410573,0.176,0.245,1,"13","Eml4"
"Itpr2.5",6.6717205408876e-05,-0.327238504478637,0.164,0.236,1,"13","Itpr2"
"Sh3gl1.4",6.6935702439724e-05,-0.30000971501837,0.173,0.242,1,"13","Sh3gl1"
"Myo18a",6.69568578306713e-05,0.444751998522081,0.143,0.094,1,"13","Myo18a"
"Ranbp1.6",6.92620123789576e-05,-1.66718819598309,0.199,0.271,1,"13","Ranbp1"
"Selenoh.4",6.95331969150041e-05,-0.350531866725762,0.125,0.191,1,"13","Selenoh"
"Ppp1r11.4",7.15528592241541e-05,-0.390555368087366,0.167,0.237,1,"13","Ppp1r11"
"Eif4e2",7.16251240308958e-05,0.329956845008532,0.19,0.136,1,"13","Eif4e2"
"Snx5.10",7.19077914449802e-05,-1.88279852023754,0.269,0.343,1,"13","Snx5"
"Psmb4.5",7.33788781154058e-05,0.424707349883132,0.352,0.291,1,"13","Psmb4"
"Vcp.7",7.51982130446536e-05,0.890237210972387,0.371,0.313,1,"13","Vcp"
"Tra2a.5",8.16315252240275e-05,0.288967890120807,0.47,0.396,1,"13","Tra2a"
"Rcc2.3",8.75144385325901e-05,-0.288471300913437,0.143,0.21,1,"13","Rcc2"
"Snf8.1",9.16991245108576e-05,0.256806927331459,0.224,0.166,1,"13","Snf8"
"Pxk.12",9.41406591143402e-05,-0.445590734541839,0.215,0.284,1,"13","Pxk"
"Gpx4.9",9.46046032485775e-05,4.01218525786776,0.423,0.39,1,"13","Gpx4"
"Camk2d.8",9.57528412459695e-05,0.522775118545082,0.366,0.304,1,"13","Camk2d"
"Pabpn1.6",9.7945698858399e-05,-0.598874612203382,0.329,0.413,1,"13","Pabpn1"
"Atp5c1.8",9.91662849418029e-05,1.40555007076957,0.461,0.426,1,"13","Atp5c1"
"Cox7c.8",0.000100434806169339,1.50712823776781,0.614,0.638,1,"13","Cox7c"
"Pa2g4.8",0.000104748119191226,-5.91741885093917,0.165,0.234,1,"13","Pa2g4"
"Arid1a.3",0.000108721050488525,-0.346622463382019,0.347,0.426,1,"13","Arid1a"
"Hipk1.3",0.000109510531887732,0.344156205181909,0.287,0.224,1,"13","Hipk1"
"BE692007.10",0.000115607260320028,-0.308745419807365,0.123,0.186,1,"13","BE692007"
"Lman2.3",0.000127646003049235,0.546859958947158,0.273,0.214,1,"13","Lman2"
"Mtss1.11",0.000128893025901526,-0.318425566322346,0.18,0.247,1,"13","Mtss1"
"Ube2n.2",0.000133299713843627,0.270464037183446,0.22,0.162,1,"13","Ube2n"
"G3bp1.3",0.000137957646680027,-0.262804031143487,0.18,0.249,1,"13","G3bp1"
"Cox6b1.8",0.000138394635749929,0.713797658407293,0.581,0.583,1,"13","Cox6b1"
"Ddx39b.5",0.000145004090648867,-0.569403237882556,0.336,0.409,1,"13","Ddx39b"
"Usp24.2",0.000145781983193963,-0.261242174416747,0.137,0.2,1,"13","Usp24"
"Fli1.7",0.000147423086570624,-0.392432851337162,0.187,0.252,1,"13","Fli1"
"Ppp1cc.3",0.00014847490451396,-0.305249715808882,0.259,0.334,1,"13","Ppp1cc"
"Dnajc7.11",0.000150357252908048,-5.3109567252153,0.28,0.351,1,"13","Dnajc7"
"Flii.2",0.000159907659860306,0.343689988016669,0.248,0.194,1,"13","Flii"
"Ptpn18.13",0.000160502991707972,-1.98050785180542,0.602,0.739,1,"13","Ptpn18"
"Ptpn6.9",0.000161386944765363,1.91012224759393,0.606,0.554,1,"13","Ptpn6"
"Atp5f1.6",0.000163154757047095,2.3413112153049,0.449,0.42,1,"13","Atp5f1"
"Ddit4.11",0.000163475831094695,-2.13336980145834,0.06,0.111,1,"13","Ddit4"
"Tmbim4.2",0.000170753618722404,0.41485907523422,0.204,0.152,1,"13","Tmbim4"
"Copa.2",0.000171232257634263,0.34618903227691,0.252,0.194,1,"13","Copa"
"Ddt.4",0.000181115060296571,-0.655803698843021,0.081,0.135,1,"13","Ddt"
"Rpn2.1",0.000183071449695015,0.400836710014663,0.225,0.171,1,"13","Rpn2"
"Csnk1d.1",0.000192183401676371,0.28680257023519,0.202,0.149,1,"13","Csnk1d"
"Ppp3ca.9",0.000192487317723149,0.252728546797416,0.396,0.321,1,"13","Ppp3ca"
"Ldb1.7",0.00020359482041463,-0.383014058778221,0.213,0.28,1,"13","Ldb1"
"Srrt.3",0.00020887989259169,-0.277102925823552,0.173,0.238,1,"13","Srrt"
"Ppp4c.4",0.000220907483617427,0.771497213013172,0.394,0.332,1,"13","Ppp4c"
